id:ID	val:string	label:LABEL	weight:int
1	10	RID	13
2	20	RID	1
3	30	RID	1
4	40	RID	2
5	50	RID	1
6	60	RID	1
7	70	RID	5
8	80	RID	1
9	90	RID	5
10	100	RID	1
11	110	RID	1
12	120	RID	1
13	130	RID	1
14	140	RID	2
15	150	RID	1
16	160	RID	1
17	170	RID	1
18	180	RID	2
19	190	RID	1
20	200	RID	7
21	210	RID	1
22	220	RID	4
23	230	RID	2
24	240	RID	2
25	250	RID	1
26	260	RID	6
27	270	RID	1
28	280	RID	9
29	300	RID	1
30	310	RID	5
31	320	RID	1
32	330	RID	1
33	340	RID	1
34	350	RID	1
35	360	RID	1
36	370	RID	1
37	380	RID	21
38	390	RID	1
39	400	RID	1
40	410	RID	14
41	420	RID	2
42	430	RID	4
43	440	RID	1
44	450	RID	1
45	460	RID	1
46	470	RID	5
47	480	RID	1
48	490	RID	2
49	500	RID	4
50	510	RID	5
51	520	RID	1
52	530	RID	3
53	540	RID	2
54	550	RID	1
55	560	RID	6
56	570	RID	1
57	580	RID	1
58	590	RID	6
59	600	RID	4
60	610	RID	1
61	620	RID	1
62	630	RID	10
63	640	RID	2
64	650	RID	1
65	660	RID	1
66	670	RID	1
67	680	RID	1
68	690	RID	3
69	700	RID	1
70	710	RID	1
71	720	RID	7
72	730	RID	1
73	740	RID	1
74	750	RID	1
75	760	RID	2
76	770	RID	2
77	780	RID	1
78	790	RID	1
79	800	RID	12
80	810	RID	1
81	820	RID	1
82	830	RID	1
83	840	RID	1
84	850	RID	1
85	860	RID	1
86	870	RID	1
87	880	RID	1
88	890	RID	1
89	900	RID	1
90	910	RID	1
91	920	RID	3
92	930	RID	1
93	940	RID	1
94	950	RID	1
95	960	RID	1
96	970	RID	1
97	980	RID	1
98	990	RID	3
99	1000	RID	1
100	1010	RID	1
101	1020	RID	1
102	1030	RID	11
103	1040	RID	1
104	1050	RID	1
105	1060	RID	1
106	1070	RID	1
107	1080	RID	3
108	1090	RID	1
109	1100	RID	2
110	1110	RID	3
111	1120	RID	1
112	1130	RID	2
113	1140	RID	1
114	1150	RID	1
115	1160	RID	2
116	1170	RID	9
117	1180	RID	4
118	1190	RID	1
119	1200	RID	6
120	1210	RID	1
121	1220	RID	4
122	1240	RID	4
123	1250	RID	1
124	1260	RID	1
125	1270	RID	1
126	1280	RID	1
127	1290	RID	1
128	1300	RID	1
129	1310	RID	1
130	1320	RID	1
131	1330	RID	1
132	1340	RID	1
133	1350	RID	1
134	1360	RID	1
135	1370	RID	1
136	1380	RID	2
137	1390	RID	15
138	1400	RID	1
139	1410	RID	5
140	1430	RID	1
141	1440	RID	1
142	1450	RID	1
143	1460	RID	1
144	1470	RID	1
145	1480	RID	2
146	1490	RID	2
147	1500	RID	2
148	1510	RID	3
149	1520	RID	3
150	1530	RID	1
151	1540	RID	2
152	1550	RID	1
153	1560	RID	1
154	1570	RID	3
155	1580	RID	2
156	1590	RID	1
157	1600	RID	2
158	1610	RID	2
159	1620	RID	1
160	1630	RID	1
161	1640	RID	1
162	1650	RID	1
163	1660	RID	1
164	1670	RID	1
165	1680	RID	1
166	1690	RID	3
167	1700	RID	1
168	1710	RID	8
169	1720	RID	3
170	1730	RID	1
171	1740	RID	1
172	1750	RID	1
173	1760	RID	1
174	1770	RID	1
175	1780	RID	1
176	1790	RID	1
177	1800	RID	10
178	1810	RID	1
179	1820	RID	1
180	1830	RID	2
181	1840	RID	4
182	1850	RID	1
183	1860	RID	2
184	1870	RID	1
185	1880	RID	1
186	1890	RID	10
187	1900	RID	1
188	1910	RID	7
189	1920	RID	1
190	1930	RID	1
191	1940	RID	4
192	1950	RID	3
193	1960	RID	3
194	1970	RID	1
195	1980	RID	1
196	1990	RID	3
197	2000	RID	1
198	2010	RID	1
199	2020	RID	2
200	2030	RID	1
201	2040	RID	22
202	2060	RID	2
203	2070	RID	2
204	2080	RID	4
205	2090	RID	2
206	2100	RID	1
207	2110	RID	1
208	2120	RID	1
209	2130	RID	1
210	2140	RID	3
211	2150	RID	1
212	2160	RID	3
213	2170	RID	1
214	2180	RID	2
215	2190	RID	2
216	2200	RID	1
217	2210	RID	2
218	2220	RID	9
219	2230	RID	1
220	2240	RID	2
221	2250	RID	1
222	2260	RID	3
223	2270	RID	2
224	2280	RID	1
225	2290	RID	3
226	2300	RID	2
